title,text,subject,date
KPK Resmi Tetapkan PJ Gubernur Heru Budi Tersangka Korupsi 349 Triliun,Informasi menyesatkan. Klaim Pj Gubernur DKI Jakarta Heru Budi menjadi tersangka KPK kasus aliran dana 349 Triliun adalah tidak benar. Video tersebut merupakan hasil suntingan ,News,18-Apr-23
Pesawat Tua Indonesia Tantang Pesawat Australia, Putri Lestari. Koneksi yang salah. Video sebenarnya merupakan video latihan pesawat tempur TNI AU yang sedang latihan di Aceh yang diberi narasi ,News,18-Apr-23
SRI MULYANI DIUSIR DARI RAPAT KERJA DPR RI, Pekik Jalu Utomo.Faktanya judul dan isi vido tidak berkaitan. Dalam video tersebut sama sekali tidak ditemukan informasi bahwa Sri Mulyani diusir dari ,News,18-Apr-23
ANIES SUKSES BUJUK FIFA CORET ISRAEL DAN RESMIKAN INDONESIA JADI TUAN RUMAH PIALA DUNIA U20 2023, Pekik Jalu Utomo.Faktanya judul dan isi video tidak berkaitan. Dalam video tersebut sama sekali tidak memuat informasi bahwa Anies sukses bujuk FIFA ,News,18-Apr-23
Kandungan Dalam Suntikan Vitamin K Berbahaya Bagi Bayi yang Baru Lahir," Mochamad Marcell Faktanya kandungan dalam suntikan vitamin K kepada bayi baru lahir adalah aman dan diperlukan, karena vitamin K dapat mencegah perdarahan ",News,18-Apr-23
Mantan Perdana Menteri Britania Raya Meledek Warga India yang Mengikuti Pemimpin dan Dewa Buta Huruf, Mochamad Marcell Faktanya foto asli pertama kali yang dipublikasi oleh media Bolta Hindustan menyematkan pernyataan alasan Liz Truss mengundurkan diri sebagai PM ,News,18-Apr-23
JOKOWI NON AKTIFKAN KPK MULAI HARI INIù," Yudho Ardi Faktanya judul, isi video dan narator dalam video tersebut tidak berkaitan. Dalam video tersebut sama sekali tidak ditemukan informasi bahwa ",News,17-Apr-23
Akun Facebook Bunda inulù,Akun palsu. Inul Daratista tidak pernah membuat giveaway di Facebook dan akun Facebook milik Inul Daratista adalah: facebook.com/inuldaratista. Selengkapnya di bagian PENJELASAN dan REFERENSI.===========================================Kategori: Konten ,News,17-Apr-23
Investigasi Majalah Tempo Menyimpulkan Penolakan Israel adalah Sikap Resmi Pemerintahan RI dan PSSI," Luthfiyah OJ (UIN Raden Mas Said Surakarta). Infografis mengatasnamakan Tempo tidak benar. Faktanya, Tempo tidak pernah menerbitkan infografis tersebut dan informasi mengenai ",News,17-Apr-23
Ahok Diminta Menjadi Ketua KPK," Luthfiyah OJ (UIN Raden Mas Said Surakarta). Video dan thumbnail tidak berkaitan. Faktanya, gambar thumbnail merupakan hasil suntingan yang mana gambar asli ",News,17-Apr-23
Raja Arab Hadiahkan Emas dan Kondominium kepada Ibu Ida Dayak Usai Sembuhkan Pangeran Arab, òAinayya Al Fatikhah.Unggahan video dengan judul dan keterangan yang mengklaim bahwa Ibu Ida Dayak mendapatkan hadiah emas dan kondominium dari Raja Arab ,News,17-Apr-23
Putri Candrawati Menghembuskan Nafas Terakhir Di Penjara, Siti Lailatul Fitriyah Unggahan video dengan klaim bahwa Putri Candrawati menghembuskan nafas terakhir di penjara adalah konten dengan koneksi yang salah yaitu ,News,17-Apr-23
"Bharada E Dibebaskan, Langsung Diangkat Jadi Pangkat Jenderal", Siti Lailatul Fitriyah Unggahan video dengan klaim bahwa Bharada E gantikan posisi Sambo jadi jenderal setelah dibebaskan adalah konten yang tidak benar. ,News,17-Apr-23
Video Raja Salman Gelar Pesta Tarian Ala Ida Dayak, Siti Lailatul Fitriyah Unggahan video dengan klaim bahwa Raja Salman gelar pesta tarian Pangeran Arab ala Ida Dayak adalah tidak benar. Faktanya ,News,17-Apr-23
Video INDONESIA HARUS WASPADA DUA NEGARA BERNIAT SERANG RI DENGAN RUDAL RUDALNYAù," isi video TIDAK berkaitan dengan Indonesia. FAKTA: selain berisi potongan-potongan video yang TIDAK berkaitan, video sebenarnya berisi pembacaan beberapa artikel yang salah satunya berkaitan ",News,16-Apr-23
Gambar Tangkapan Layar Artikel Swarakyat Media Tjibtaning: Jokowi Tak Berani Gebuk Saya Karena Ibunya Ketum Gerwaniù," Luthfiyah OJ (UIN Raden Mas Said Surakarta). Gambar tangkapan layar artikel Swarakyat News merupakan potongan judul. Faktanya, judul yang asli adalah [CEK ",News,16-Apr-23
Video Arteria Dahlan Diamankan Kapolri karena Menikmati Dana 349 Triliun, Luthfiyah OJ (UIN Raden Mas Said Surakarta). Video Arteria Dahlan diamankan Kapolri tidak benar. Faktanya gambar thumbnail yang digunakan merupakan foto saat ,News,16-Apr-23
Video Ganjar dan Ahok menjadi Tersangka Pencucian Uang 300 Triliun untuk Modal Kampanye Capres," Luthfiyah OJ (UIN Raden Mas Said Surakarta). Video tersebut tidak benar. Faktanya, thumbnail yang digunakan merupakan editan gambar yang asli adalah Mantan ",News,16-Apr-23
Foto Anies dalam Artikel Pengamat: Jokowi Tidak Suka dan Menolak Aniesù," Luthfiyah OJ (UIN Raden Mas Said Surakarta). Gambar tangkapan layar artikel telah disunting pada bagian gambar artikel. Faktanya, gambar artikel milik Harian ",News,16-Apr-23
Video EKSEKUSI SETENGAH JAM YANG LALU ì MALAYSIA ì UCRANIAù," isi video TIDAK berkaitan dengan Malaysia. FAKTA: selain berisi potongan-potongan video yang TIDAK berkaitan, video sebenarnya berisi pembacaan beberapa artikel yang salah satunya berkaitan ",News,16-Apr-23
"Presiden Israel: Bila Terus Ikut Campur, Kami Berjanji Akan Buat Indonesia Seperti Palestina", Dyah Febriyani Pernyataan tersebut tidak benar. Tidak ditemukan pernyataan resmi Presiden Israel yang menyebut akan membuat Indonesia seperti Palestina. Klaim pernyataan serupa ,News,16-Apr-23
Putihkan Gigi Dengan Kutek kuku," Dyah febriyani Penggunaan kutek kuku untuk gigi adalah tindakan berbahaya, zat kimia pada kutek memungkinkan untuk tertelan. Selain itu juga dapat menyebabkan ",News,16-Apr-23
"Video BERSAMA SEKUTU AS, AUSTRALIA BERANI TANTANG INDONESIA PERANG TERBUKA DI LAUT JAWAù"," tema yang dibahas di video TIDAK berkaitan dengan Australia. FAKTA: selain berisi potongan-potongan video yang TIDAK berkaitan, video sebenarnya berisi pembacaan artikel tentang konflik ",News,15-Apr-23
Foto Uang Kertas Berserakan di Venezuela, Evarizma Zahra. Konteks yang salah. Foto tersebut diambil setelah kejadian pencurian bank di Kota Merida pada Maret 2019 dan menunjukkan tumpukan uang ,News,14-Apr-23
Video Tumpukan Sampah di Cina," Evarizma Zahra. Konteks yang salah. Video tersebut diambil di Tempat Pembuangan Akhir (TPA) Bantar Gebang Bekasi, bukan tumpukan sampah di Cina. ===== ",News,14-Apr-23
Israel Mendapat Karma Setelah Indonesia Batal Menjadi Tuan Rumah Piala Dunia, òAinayya Al Fatikhah. Unggahan video dengan klaim bahwa Israel mendapatkan karma besar setelah pembatalan Indonesia sebagai tuan rumah Piala Dunia U-20 adalah ,News,14-Apr-23
Jackie Chan Berobat ke Ibu Ida Dayak," òAinayya Al Fatikhah.Unggahan video yang mengklaim bahwa aktor Jackie Chan mendatangi Ibu Ida Dayak untuk berobat merupakan konten yang dimanipulasi. Faktanya, tidak ",News,14-Apr-23
Akun Facebook Maia Estianty distributor eksklusif jam tangan pintar di Indonesiaù,Akun palsu. Akun Facebook asli milik Maia Estianty adalah facebook.com/maiaestiantymussry. Akun Facebook yang asli ini tercantum di Linktree yang ada di bio akun Instagram terverifikasi ,News,14-Apr-23
Presiden Jokowi Hengkang Dari Partai PDIP Perjuangan Pada Malam Ini (10 April 2023)ù,"Informasi yang menyesatkan. Faktanya, foto di video adalah foto ketika Presiden Joko Widodo menghadiri acara peringatan hari ulang tahun (HUT) ke-50 PDI-P di JIExpo Kemayoran, ",News,14-Apr-23
"RAFAEL ALUN JADI INVESTOR RANS, HARTA RAFFI AHMAD LUDES DISITAù"," Yudho Ardi Faktanya judul, isi video dan narator dalam video tersebut tidak berkaitan. Dalam video tersebut sama sekali tidak ditemukan informasi bahwa ",News,14-Apr-23
Akun Facebook ùòùòàùòçùòçùòê&ùòïùòàùòéùòêùòõùòà ùòöùòúùòùòóùòùòêùòöùòåù,Akun palsu. Akun Facebook asli milik Raffi Ahmad sudah memiliki tanda centang biru dengan tautan: facebook.com/RaffiAhmadLagi. Selengkapnya di bagian PENJELASAN dan REFERENSI.===========================================Kategori: Konten Tiruan=========================================== Beredar ,News,14-Apr-23
Video SELURUH UMAT MUSLIM BERSATU LINDUNGI INDONESIA DARI SERANGAN UNI EROPAù," isi video TIDAK berkaitan dengan Uni Eropa. FAKTA: selain berisi potongan-potongan video yang TIDAK berkaitan, video sebenarnya berisi pembacaan artikel tentang ancaman Arab Saudi ",News,14-Apr-23
JOKOWI PERINTAHKAN KAPOLRI UNTUK PENJARAKAN GANJARù," Yudho Ardi Faktanya judul, isi video dan narator dalam video tersebut tidak berkaitan. Dalam video tersebut sama sekali tidak ditemukan informasi bahwa ",News,14-Apr-23
"Putri Sulung Sambo, Trisha Eungelica Alami Gangguan Jiwa", Siti Lailatul Fitriyah Unggahan video dengan klaim bahwa putri sulung Ferdy Sambo mengalami gangguan jiwa setelah orang tua nya divonis mati adalah ,News,14-Apr-23
Ida Dayak Obati Tukul Arwana Hingga Bisa Bicara Normal," Siti Lailatul Fitriyah Unggahan video dengan klaim bahwa Ibu Ida Dayak mengobati komedian Tukul Arwana adalah konten yang menyesatkan. Faktanya, Ida Dayak ",News,14-Apr-23
Indonesia dan 26 Negara Putuskan Keluar dari FIFA," Agnes Amungkasari. Hingga saat ini, Indonesia masih tercatat sebagai anggota FIFA dan dapat dicek di situs resmi FIFA. Negara Liga Arab yang disebut dalam video ",News,13-Apr-23
Video PDIP Blitar Deklarasi Anies Baswedan Menjadi Capres 2024," Agnes Amungkasari. Acara dalam video itu adalah pelantikan DPC BMI se-Jawa Timur, yang merupakan organisasi sayap PDIP, yang digelar di Gedung Kesenian ",News,13-Apr-23
KPK Geledah Rumah Raffi Ahmad, Agnes Amungkasari. Tidak ada informasi KPK geledah rumah Raffi Ahmad. Video berisi tanggapan Raffi yang menegaskan dirinya tidak pernah terlibat dalam kasus ,News,13-Apr-23
Arteria Dahlan Dicopot Langsung Oleh Jokowi, Agnes Amungkasari. Tidak ada informasi mengenai pencopotan Arteria Dahlan. Narasi dalam video berisi mengenai tanggapan Arteria mengenai ucapan Mahfud MD yang menyebut ,News,13-Apr-23
Ida Dayak Berhasil Sembuhkan Anak Raja Salman, Siti Lailatul Fitriyah Unggahan video dengan klaim bahwa Ibu Ida Dayak berhasil sembuhkan anak Raja Salman yang koma 17 tahun adalah tidak ,News,13-Apr-23
KPK TEMUKAN BARANG MEWAH HASIL KORUPSI DI RUMAH JOKOWIù," Yudho Ardi Pernyataan tersebut tidak benar, setelah melakukan penelusuran, thumbnail video tersebut merupakan hasil editan dan isi video tersebut adalah potongan video ",News,13-Apr-23
Pasukan Merah Datangi Jakarta Untuk Bertemu Pesulap Merah,Informasi menyesatkan. Tidak ada pasukan merah Dayak yang datang ke Jakarta untuk menemui pesulap merah. Video yang beredar merupakan video tahun 2022 lalu yang diambil ,News,13-Apr-23
Pesulap Merah Meninggal Dunia Usai Adu Kesaktian Dengan Dukun,"Informasi palsu. Melalui akun instagramnya, Marcel Radhival yang merupakan nama asli dari pesulap merah mengklarifikasi bahwa informasi tersebut adalah hoaks. ====== [KATEGORI]: KONTEN PALSU ====== ",News,13-Apr-23
Video TAKBIR KEMENANGAN TNI MENGGEMA ì MALAYSIA ì UCRANIAù," isi video TIDAK berkaitan dengan Malaysia atau Ukraina. FAKTA: berisi potongan-potongan video yang TIDAK berkaitan, salah satunya adalah video pernyataan Presiden Joko Widodo tentang ",News,12-Apr-23
FIFA RESMI BERIKAN SANKSI BERAT KE TIMNAS ISRAEL,Hasil periksa Pekik Jalu Utomo.Faktanya video tersebut berisi ucapan belasungkawa dari Presiden FIFA Gianni Infantino untuk tragedi Kanjuruhan yang menelan korban jiwa sebanyak 135 orang. ,News,12-Apr-23
April Mop Berasal dari Hari Pembantaian Umat Muslim di Spanyol pada 1 April 1487, Evarizma Zahra. Konten yang menyesatkan. Tidak ada bukti dan penjelasan yang valid mengenai asal-usul April Mop sebagai hari pembantaian umat Muslim di ,News,12-Apr-23
Video TERBUKTI TERLIBAT PENCUCIAN DANA 349 TRILIUN AKHIRNYA BANGBANG P4CUL DI C1DVK KPKù,Video editan. Foto di video itu merupakan hasil manipulasi dari foto ketika penyidik KPK menunjukkan barang bukti milik tersangka dalam konferensi pers penahanan pejabat Kabupaten ,News,12-Apr-23
Video Uya Kuya Berhasil Hipnotis Bu Ida Dayakù,Video editan. Foto Uya Kuya di video itu merupakan hasil manipulasi dari potongan video saat Uya Kuya menghipnotis Ria Ricis yang dimuat di kanal YouTube ,News,12-Apr-23
Ibu Ida Dayak Bantu Pangeran Arab Belajar Berjalan, òAinayya Al Fatikhah.Unggahan video dengan judul yang mengklaim bahwa Ibu Ida Dayak membantu Pangeran Arab Saudi untuk belajar berjalan merupakan konten dengan ,News,12-Apr-23
Video TANPA PERUNDINGAN INDONESIA SERANG UNI EROPA DENGAN BRUTALù," isi video TIDAK berkaitan dengan Uni Eropa. FAKTA: selain berisi potongan-potongan video yang TIDAK berkaitan, salah satunya adalah video ketika Presiden Joko Widodo mengunjungi ",News,12-Apr-23
Video Wawancara Bill Gates Membicarakan Pencurian Ide Sistem Teknologi Microsoft," Mochamad Marcell Faktanya video asli wawancara Bill Gates seperti pada video tersebut membicarakan perubahan iklim dan teori konspirasi mengenai Covid-19, hasil penelusuran ",News,11-Apr-23
JOKOWI BERHASIL CORET ISRAEL DARI PIALA DUNIA," Pekik Jalu Utomo.Faktanya judul, isi video dan narator dalam video tersebut tidak berkaitan. Dalam video tersebut sama sekali tidak ditemukan informasi bahwa ",News,11-Apr-23
INDONESIA DIPASTIKAN TAMPIL DIPIALA DUNIA U20, Pekik Jalu Utomo.Faktanya video tersebut berisi pidato Presiden FIFA dalam rangka menyambut Kongres Luar Biasa PSSI. Subtitle yang ditampilkan sama sekali tidak ,News,11-Apr-23
Jokowi Dampingi Ibu Ida Dayak untuk Memenuhi Undangan Joe Biden, òAinayya Al Fatikhah.Unggahan video dengan judul yang mengklaim bahwa Presiden Jokowi mendampingi Ibu Ida Dayak untuk bertemu Presiden Joe Biden di AS ,News,11-Apr-23
Kaesang Pakai Kaos Berlogo Palu Arit,Gambar yang sudah dimanipulasi dan merupakan konten hoaks berulang setidaknya sejak tahun 2019. Foto asli berasal dari artikel detik.com berjudul Saat Anak-anak Jokowi Ikut Heboh ,News,11-Apr-23
Wakil Presiden Maruf Amin dan Raja Salman Dukung Sukseskan Anies Pilpres 2024,Informasi menyesatkan. Dalam isi video berdurasi 8 menit tersebut tidak ada sama sekali pembahasan terkait Wakil Presiden Maruf Amin dan Raja Salman Arab Saudi dukung ,News,11-Apr-23
Video Jokowi Pecat Sri Mulyani Dari Kabinet, Siti Lailatul Fitriyah Unggahan video dengan klaim bahwa Presiden Jokowi memecat Menteri Keuangan Sri Mulyani dari kabinet adalah tidak benar . Faktanya ,News,10-Apr-23
Video Kilang Minyak Pertamina Dumai Terbakar," Luthfiyah OJ (UIN Raden Mas Said Surakarta). Klaim bahwa video yang diunggah di Tiktok adalah kebakaran kilang minyak Pertamina RU II Dumai, ",News,10-Apr-23
Ditemukan Fosil Manusia Raksasa Berukuran 7 Meter,Informasi yang salah. Foto fosil yang tampak dalam foto tersebut merupakan fosil kungkang raksasa. Foto-foto fosil yang diunggah di media sosial bersumber dari situs web ,News,10-Apr-23
Raffi Ahmad Meninggal Dunia Akibat Gantung Diri, òAinayya Al Fatikhah.Unggahan video dengan judul dan tagar yang mengklaim bahwa artis Raffi meninggal dunia akibat gantung diri adalah konten yang menyesatkan. ,News,10-Apr-23
FIFA PUTUSKAN INDONESIA TETAP JADI TUAN RUMAH PIALA DUNIA U-20, Pekik Jalu Utomo.Faktanya FIFA telah memutuskan untuk mencoret Indonesia sebagai tuan rumah Piala Dunia U-20 melalui pernyataan di situs resmi FIFA. ==== ,News,10-Apr-23
Video AWAL PEMBALASAN TNI ì MALAYSIA ì UCRANIAù," isi video TIDAK berkaitan dengan Malaysia atau Ukraina. FAKTA: berisi potongan-potongan video yang TIDAK berkaitan, salah satunya adalah video ketika Presiden Joko Widodo menghadiri ",News,10-Apr-23
Video PERAYAAN PASKAH DI ARAB SAUDIù,"BUKAN di Arab Saudi. Perayaan di video itu adalah Festival Paskah Semana Santaù, yang diadakan di Antigua, Guatemala. Selengkapnya di bagian PENJELASAN dan REFERENSI.===========================================Kategori: Konten ",News,09-Apr-23
"Video DI TERJANG 120 RUDAL PEMUSNAH DARATAN , RIBUAN WARGA SIPIL DAN PASUKAN AUS TAK TERTOLONGù"," isi video TIDAK berkaitan dengan Australia. FAKTA: selain berisi potongan-potongan video yang TIDAK berkaitan, video sebenarnya berisi pembacaan artikel dengan mengganti aspek yang berkaitan ",News,08-Apr-23
Operasi Marinir Kerajaan Inggris di Ukraina pada Maret 2023, òAinayya Al Fatikhah. Unggahan video dengan klaim bahwa Marinir Kerajaan Inggris melakukan operasi beresiko tinggi di Ukraina pada Bulan Maret 2023 merupakan ,News,08-Apr-23
Video Mobil Terbalik Saat Demo Reformasi Kebijakan Dana Pensiun di Paris pada 29 Maret 2023," Evarizma Zahra. Konteks yang salah. Video tersebut diambil di Paris pada Desember 2022 saat demo penembakan Kurdish Centre, bukan saat demo reformasi ",News,07-Apr-23
Foto Kebakaran Kilang Pertamina Kota Dumai," Luthfiyah OJ (UIN Raden Mas Said Surakarta). Foto yang diklaim kebakaran kilang Pertamina RU II kota Dumai tidak benar.Faktanya, foto tersebut merupakan ",News,07-Apr-23
Pemberitahuan Kurang Bayar Lapor SPT Via Email, Rahmah an. Ditjen Pajak RI menegaskan domain kantor pajak yang benar adalah pajak.go.id dengan alamat emailnya di efilling@pajak.go.id. Selengkapnya pada bagian penjelasan. ,News,06-Apr-23
Akun Whatsapp Direktur Utama RSCM Lies Dina Liastuti +6281265932928ù, Rahmah an. Akun palsu. RSCM mengklarifikasi bahwa informasi yang beredar adalah tidak benar dan merupakan modus penipuan. Selengkapnya di bagian PENJELASAN dan ,News,06-Apr-23
USTADZ ADI HIDAYAT WAFAT SAAT SHOLAT TARAWIHù," Yudho Ardi Pernyataan tersebut tidak benar, setelah melakukan penelusuran, thumbnail video tersebut merupakan hasil editan dan isi video tersebut adalah potongan video ",News,06-Apr-23
Video RAFFI BAWA IBU IDA DAYAK UNTUK MENYEMBUHKAN LESTI KEJORA DIRUMAH SAKITù,"Video editan. Foto di video yang menampilkan Raffi Ahmad, Nagita Slavina dan Ibu Ida Dayak yang menjenguk Lesti Kejora di video itu merupakan hasil manipulasi ",News,06-Apr-23
Video BELA JOKOWI MATI-MATIAN !!! CRISTIANO RONALDO LAKUKAN INI PADA FIFAù,"Video editan. Foto dalam video yang menampilkan Presiden Jokowi, Presiden FIFA Gianni Infantino dan Cristiano Ronaldo itu merupakan foto hasil editan ketika Presiden Jokowi dan ",News,06-Apr-23
Video HARI INI ì peresmian ibu ida dayak terima kontrak raja salman menjadi penduduk arab saudiù,Video editan. Foto Ibu Ida Dayak dan Raja Salman di video itu merupakan hasil manipulasi dari foto ketika Presiden Joko Widodo memberikan penghargaan kepada Raja ,News,06-Apr-23
"Video UMAT ISLAM BERTAKBIR, ARAB SAUDI NYATAKAN SIAP DAMPINGI RI LAWAN NEGARA BARATù"," isi video TIDAK sesuai dengan judul. FAKTA: selain berisi potongan-potongan video dari peristiwa yang TIDAK berkaitan, video berisi pembacaan artikel dengan mengganti aspek yang ",News,06-Apr-23
Akun Facebook Nagita Slavina giveawayù,Akun palsu. Akun Facebook Nagita Slavina yang resmi dan memiliki tanda verifikasi centang biru adalah: facebook.com/nagita.slavina.100. Selengkapnya di bagian PENJELASAN dan REFERENSI.===========================================Kategori: Konten Tiruan=========================================== Akun ,News,05-Apr-23
Akun Facebook Atta Aurel giveawayù,Akun palsu. Akun Facebook asli milik Atta Halilintar (fb.com/AttaHalilintar) dan akun asli milik Aurel Hermansyah (fb.com/100044841243624) sudah memilik centang biru atau terverifikasi. Selengkapnya di bagian ,News,05-Apr-23
Video UNI EROPA MULAI TAKUT DENGAN ENCAMAN RI MINTA PERLINDUNGAN NATOù," tema yang diangkat di video TIDAK berkaitan dengan Indonesia. FAKTA: selain berisi potongan-potongan video yang TIDAK berkaitan, video sebenarnya berisi pembacaan artikel dengan mengganti ",News,04-Apr-23
Video akhirnya Ibu Ida Dayak bertemu langsung dengan bapak presiden Ri Jokowi dodoù,Video editan. Salah satu potongan video merupakan video saat Presiden Jokowi makang siang bersama Presiden ke-5 RI Megawati Soekarnoputri pada 21 November 2016. Selengkapnya di ,News,04-Apr-23
Klarifikasi Alshad Ahmad mengenai Kabar Rumah Tangganya bersama Nissa Asyifa, òAinayya Al Fatikhah. Unggahan video dengan klaim bahwa YouTuber Alshad Ahmad memberi klarifikasi mengenai kabar rumah tangganya bersama Nissa Asyifa merupakan konten ,News,04-Apr-23
KEJAKSAAN AGUNG PERINTAH JAKSA PENUNTUT UMUM TUNTUT MARIO DAN AGNES DIVONIS MATIù," Yudho Ardi Pernyataan tersebut tidak benar, setelah melakukan penelusuran thumbnail video tersebut merupakan hasil editan dan isi video tersebut adalah potongan video ",News,04-Apr-23
Pendakwah Aa Gym Meninggal Duniaù," Yudho Ardi Video yang beredar bukan menjelaskan tentang meninggalnya Aa Gym, melainkan pada akhir video kabar duka yang dimaksud mengacu pada meninggalnya ",News,04-Apr-23
GANJAR PRANOWO DAN WAYAN KOSTER DI PECAT DARI JABATAN GUBERNURù, Yudho ardi Konten yang dimanipulasi. Video merupakan editan beberapa video yang diberi narasi yang menyesatkan. Tidak ada informasi valid mengenai Ganjar dan ,News,04-Apr-23
Video Singa ini menggali kuburanya sendiriù,BUKAN menggali kuburannya sendiri. Singa tersebut menggali lubang persembunyian babi hutan selama 7 jam untuk dimangsa. Selengkapnya di bagian PENJELASAN dan REFERENSI.===========================================Kategori: Konteks yang Salah=========================================== ,News,04-Apr-23
Bos Baim mau bagi-bagi uang 10 juta/ orang melalui akun Facebook Bosqiuu BERBAGIlù,Akun palsu. Kegiatan bagi-bagi hadiah oleh Baim Wong hanya akan dilakukan melalui Youtube dan Instagram live serta Facebook gaming resmi milik Baim dan Paula untuk ,News,04-Apr-23
Video Ibu Ida Dayak dikasih penghargaan sama Presidenù,Video editan. Salah satu potongan video merupakan video saat Presiden Jokowi menerima penghargaan dari IRRI (International Rice Research Institute) pada Agustus 2022. Selengkapnya di bagian ,News,04-Apr-23
"Video PRANCIS MEMBELOT BANTU AUSTRALIA KUASAI PULAU PASIR, PUTIN MINTA JOKOWI LAKUKAN INIù"," isi video TIDAK berkaitan dengan Australia. FAKTA: selain berisi potongan-potongan video yang TIDAK berkaitan, video sebenarnya berisi pembacaan artikel dengan mengganti aspek yang berkaitan ",News,04-Apr-23
Pesawat UFO melintas," Arief Putra Ramadhan. Bukan UFO, melainkan pesawat bomber siluman B-2. Selengkapnya di bagian PENJELASAN dan REFERENSI.================Kategori: Konten yang menyesatkan Beredar sebuah postingan ",News,03-Apr-23
Poster Ajakan Donasi ACT untuk Palestina,"Poster donasi kemanusiaan untuk Palestina dengan logo ACT adalah hasil editan dengan menambahkan logo ACT. Selain itu, Izin penyelenggara pengumpul dana sumbangan ACT jugatelah dicabut ",News,03-Apr-23
Video ANWAR TERTANGKAP BASAH ì MALAYSIA ì UCRANIAù," tema yang diangkat di video TIDAK berkaitan dengan Perdana Menteri Anwar Ibrahim. FAKTA: selain berisi potongan-potongan video yang TIDAK berkaitan, video sebenarnya hanya berisi ",News,03-Apr-23
"AKHIRNYA!! YANG DI TUNGGU≤ BENAR TERJADI, DOA RAKYAT TERKABUL NASIB SBY BERAKHIR MENGENASKAN", Putri Lestari. Konten yang dimanipulasi. Video merupakan editan dari video kunjungan SBY dan Jokowi ke berbagai kegiatan berbeda yang tidak ada kaitannnya ,News,01-Apr-23
"TERSERET KORUPSI BESAR ANIES, NOVEL BASWEDAN DI PANGGIL PAKSA KPK"," Putri Lestari. Konten yang dimanipulasi. Video merupakan editan dari video pemanggilan Anies Baswedan dan Prasetyo Edi terkait kasus Korupsi Pengadaan Lahan, pidato ",News,01-Apr-23
"Transaksi 300 T Mengalir pada Jokowi, Pengakukan Sri Mulyani Kejutkan Semua Pihak", Putri Lestari. Konten yang dimanipulasi. Video merupakan editan beberapa video yang diberi narasi yang menyesatkan. Tidak ada informasi valid mengenai pengakuan Sri ,News,01-Apr-23
BLT Ramadhan 2023," Luthfiyah OJ (UIN Raden Mas Said Surakarta). Link BLT Ramadhan 2023 tersebut tidak benar. Faktanya, Kemensos telah menginformasikan hal tersebut adalah hoaks ",News,01-Apr-23
Subsidi Ulang Tahun ke-78 Saudia Airlines," Riza Dwi (Anggota Tim Kalimasada) Informasi salah, melalui website resmi Saudia Airlines, Saudia.com tidak terdapat informasi terkait kuesioner tersebut. =====[KATEGORI]: Konten Palsu ",News,31-Mar-23
"DEMI TIGA PERIODE, JOKOWI RELA BAYAR 500 TRILIUN KE BAWASLU DEMI JEGAL ANIES", Pekik Jalu Utomo.Faktanya judul dan isi video tidak berkaitan. Dalam video tersebut tidak ditemukan informasi bahwa Jokowi berambisi untuk masa jabatan tiga ,News,31-Mar-23
KPK TEMUKAN DANA 300 TRILIUN UNTUK BIAYA KAMPANYE GANJAR, Pekik Jalu Utomo.Faktanya judul dan isi video tidak berkaitan. Dalam video tersebut sama sekali tidak ditemukan informasi bahwa KPK temukan dana sebesar ,News,31-Mar-23
"AHY Masuk Kabinet, Resmi Menjadi Menpora"," Mochamad Marcell Faktanya Jokowi menunjuk Menko PMK, Muhadjir Effendy, sebagai pelaksana tugas setelah Zainudin Amali mengundurkan diri sebagai Menpora. Sampai saat ini ",News,31-Mar-23
Larangan Membeli Kurma Impor Produksi Israel, Rahmah an. Hoaks lama berulang kembali. Anang Saifuddin menegaskan ia tidak membuat imbauan larangan membeli kurma yang diimpor dari Israel. Selengkapnya pada ,News,31-Mar-23
"Sri Mulyani Bongkar Fakta Baru, KPK Terlibat TPPU Hingga DPR", Dyah Febriyani Tidak ada pernyataan Sri Mulyani dalam video itu yang menyebut KPK hingga DPR terlibat tindak pidana pencucian uang (TPPU). Video ,News,31-Mar-23
Tangkapan Layar Unggahan Facebook Mark Zuckerberg Benci Indonesia Karena Fotonya Dijadikan Lelucon, Dyah Febriyani Hasil manipulasi. Pada akun Facebook Mark Zuckerberg tidak ditemukan unggahan seperti pada tangkapan layar pada tanggal 14 Maret 2023. ===========[KATEGORI] ,News,31-Mar-23
Pesan Sedekah Melalui Celengan Bersama Retno Hening, Dyah febriyani Penipuan. Influencer Retno Hening telah mengonfirmasikan bahwa pesan yang beredar tersebut bukan dari dirinya. ============[KATEGORI] Konten Palsu ===========[SUMBER] Direct Message ,News,31-Mar-23
CAMPURAN OBAT GOSOK DENGAN SODA KUE DAPAT MEMBUNUH NYAMUK DALAM SEMENITù, Yudho Ardi Informasi yang menyesatkan. Faktanya. tidak ada bukti yang membenarkan bahwa campuran obat gosok dan soda gembira dapat membunuh nyamuk dalam ,News,31-Mar-23
RUMAH ANIES BASWEDAN DISITA NEGARAù," Yudho Ardi Pernyataan tersebut tidak benar, setelah melakukan penelusuran thumbnail video tersebut merupakan hasil editan dan isi video tersebut adalah potongan video ",News,31-Mar-23
APLIKASI TOKEN PLN GRATIS, Pekik Jalu Utomo.Faktanya pihak PLN memastikan bahwa pemberian token gratis dan ajakan instal aplikasi tersebut bukanlah informasi resmi dari PLN. ==== [KATEGORI]: ,News,30-Mar-23
